time,LV006
2021-09-13,15.965714
2021-09-14,16.295713
2021-09-15,16.674286
2021-09-16,16.551428
2021-09-17,16.094286
2021-09-18,17.47143
2021-09-19,16.185715
2021-09-20,14.2228565
2021-09-21,14.112856
2021-09-22,14.425714
2021-09-23,15.961428
2021-09-24,16.05857
2021-09-25,16.94
2021-09-26,16.451427
2021-09-27,15.384286
2021-09-28,12.871428
2021-09-29,11.067143
2021-09-30,10.971428
2021-10-01,14.484285
2021-10-02,10.384286
2021-10-03,11.771428
2021-10-04,12.049998
2021-10-05,12.102858
2021-10-06,12.744286
2021-10-07,15.538572
2021-10-08,14.47
2021-10-09,13.407143
2021-10-10,14.277143
2021-10-11,10.351428
2021-10-12,10.905714
2021-10-13,13.225715
2021-10-14,12.985713
2021-10-15,11.909999
2021-10-16,12.765715
2021-10-17,13.335714
2021-10-18,12.315714
2021-10-19,16.872858
2021-10-20,15.057142
2021-10-21,9.969999
2021-10-22,8.825714
2021-10-23,10.7628565
2021-10-24,12.084285
2021-10-25,12.247142
2021-10-26,11.845714
2021-10-27,14.389999
2021-10-28,14.07857
2021-10-29,12.592856
2021-10-30,11.232857
2021-10-31,10.072856
2021-11-01,9.7
2021-11-02,6.967143
2021-11-03,5.1042857
2021-11-04,6.4342856
2021-11-05,5.52
2021-11-06,10.2628565
2021-11-07,9.432857
2021-11-08,6.717143
2021-11-09,11.615714
2021-11-10,11.839999
2021-11-11,10.778571
2021-11-12,10.5271435
2021-11-13,11.368571
2021-11-14,9.938571
2021-11-15,9.381429
2021-11-16,7.222857
2021-11-17,9.0271435
2021-11-18,9.617142
2021-11-19,10.650001
2021-11-20,9.294286
2021-11-21,6.508571
2021-11-22,4.4614286
2021-11-23,3.4771428
2021-11-24,5.3157144
2021-11-25,4.391429
2021-11-26,4.984286
2021-11-27,2.8857143
2021-11-28,1.7585714
2021-11-29,0.6857143
2021-11-30,7.237143
2021-12-01,7.9500003
2021-12-02,2.1299999
2021-12-03,4.542857
2021-12-04,5.9
2021-12-05,4.6557145
2021-12-06,4.365714
2021-12-07,4.5371428
2021-12-08,5.781429
2021-12-09,5.575714
2021-12-10,5.7042856
2021-12-11,5.635714
2021-12-12,11.1685705
2021-12-13,10.531428
2021-12-14,10.437142
2021-12-15,10.967142
2021-12-16,9.411428
2021-12-17,8.23857
2021-12-18,6.892857
2021-12-19,4.452857
2021-12-20,4.3885713
2021-12-21,3.6399999
2021-12-22,1.4242857
2021-12-23,7.225714
2021-12-24,7.682857
2021-12-25,7.288571
2021-12-26,8.517142
2021-12-27,8.302857
2021-12-28,9.2699995
2021-12-29,10.362856
2021-12-30,12.699999
2021-12-31,13.224286
